order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source,late_delivery,latency_days,weekend
361,994,4,2016-08-08,2016-08-09 00:00:00.000000000,2016-08-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,False
362,187,4,2016-08-09,2016-08-11 00:00:00.000000000,2016-08-11 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
363,834,4,2016-08-11,2016-08-12 00:00:00.000000000,2016-08-13 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,True,1.0,False
364,373,4,2016-08-12,2016-08-14 00:00:00.000000000,2016-08-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
365,981,4,2016-08-13,2016-08-14 00:00:00.000000000,2016-08-15 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
366,1054,4,2016-08-13,2016-08-14 00:00:00.000000000,2016-08-14 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,False,,True
367,527,4,2016-08-14,2016-08-15 00:00:00.000000000,2016-08-15 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
368,995,4,2016-08-14,2016-08-15 00:00:00.000000000,2016-08-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
369,1285,4,2016-08-15,2016-08-18 00:00:00.000000000,2016-08-18 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
370,758,4,2016-08-15,2016-08-18 00:00:00.000000000,2016-08-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
371,891,4,2016-08-15,2016-08-16 00:00:00.000000000,2016-08-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
372,132,4,2016-08-16,2016-08-18 00:00:00.000000000,2016-08-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
373,337,4,2016-08-16,2016-08-19 00:00:00.000000000,2016-08-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
374,1313,4,2016-08-17,2016-08-19 00:00:00.000000000,2016-08-18 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
375,536,4,2016-08-17,2016-08-20 00:00:00.000000000,2016-08-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
376,825,4,2016-08-17,2016-08-19 00:00:00.000000000,2016-08-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
377,1355,4,2016-08-17,2016-08-19 00:00:00.000000000,2016-08-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
378,475,4,2016-08-17,2016-08-20 00:00:00.000000000,2016-08-20 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,False,,False
379,954,4,2016-08-18,2016-08-21 00:00:00.000000000,2016-08-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
380,1156,4,2016-08-19,2016-08-20 00:00:00.000000000,2016-08-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
381,1297,4,2016-08-19,2016-08-21 00:00:00.000000000,2016-08-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
382,199,4,2016-08-20,2016-08-23 00:00:00.000000000,2016-08-23 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
383,331,4,2016-08-20,2016-08-23 00:00:00.000000000,2016-08-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
384,410,4,2016-08-20,2016-08-22 00:00:00.000000000,2016-08-23 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
385,1274,4,2016-08-20,2016-08-23 00:00:00.000000000,2016-08-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
386,1362,4,2016-08-20,2016-08-23 00:00:00.000000000,2016-08-23 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
387,451,4,2016-08-20,2016-08-21 00:00:00.000000000,2016-08-21 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,True
388,1080,4,2016-08-21,2016-08-24 00:00:00.000000000,2016-08-23 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
389,53,4,2016-08-22,2016-08-24 00:00:00.000000000,2016-08-25 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
390,576,4,2016-08-22,2016-08-24 00:00:00.000000000,2016-08-25 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,True,1.0,False
391,61,3,2016-08-23,2016-08-23 00:00:00.000000000,2016-08-24 23:36:52.290502793,3,9,2024-04-30 13:07:13.382187,postgres,True,1.0,False
392,176,4,2016-08-23,2016-08-26 00:00:00.000000000,2016-08-24 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
393,368,4,2016-08-25,2016-08-26 00:00:00.000000000,2016-08-27 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
394,522,4,2016-08-26,2016-08-28 00:00:00.000000000,2016-08-29 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,True
395,144,4,2016-08-26,2016-08-27 00:00:00.000000000,2016-08-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,True
396,542,4,2016-08-27,2016-08-30 00:00:00.000000000,2016-08-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
397,1437,4,2016-08-28,2016-08-31 00:00:00.000000000,2016-08-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
398,447,4,2016-08-29,2016-08-30 00:00:00.000000000,2016-09-01 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,2.0,False
399,1001,4,2016-08-29,2016-09-01 00:00:00.000000000,2016-09-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
400,1295,4,2016-08-29,2016-08-30 00:00:00.000000000,2016-08-31 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
401,103,4,2016-08-30,2016-09-02 00:00:00.000000000,2016-09-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
402,1335,4,2016-08-30,2016-09-01 00:00:00.000000000,2016-08-31 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
403,578,4,2016-08-31,2016-09-01 00:00:00.000000000,2016-09-02 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
404,396,4,2016-08-31,2016-09-03 00:00:00.000000000,2016-09-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
405,603,4,2016-08-31,2016-09-01 00:00:00.000000000,2016-09-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
406,1380,4,2016-08-31,2016-09-02 00:00:00.000000000,2016-09-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
407,77,3,2016-09-01,2016-09-01 00:00:00.000000000,2016-09-02 23:36:52.290502793,3,8,2024-04-30 13:07:13.382187,postgres,True,1.0,False
408,1071,4,2016-09-01,2016-09-02 00:00:00.000000000,2016-09-02 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
409,416,4,2016-09-01,2016-09-04 00:00:00.000000000,2016-09-04 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
410,1151,4,2016-09-01,2016-09-03 00:00:00.000000000,2016-09-02 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
411,261,4,2016-09-02,2016-09-04 00:00:00.000000000,2016-09-04 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
412,1202,4,2016-09-02,2016-09-04 00:00:00.000000000,2016-09-04 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
413,717,4,2016-09-02,2016-09-05 00:00:00.000000000,2016-09-03 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
414,917,4,2016-09-03,2016-09-06 00:00:00.000000000,2016-09-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
415,1265,4,2016-09-03,2016-09-06 00:00:00.000000000,2016-09-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
416,1377,4,2016-09-03,2016-09-04 00:00:00.000000000,2016-09-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
417,359,4,2016-09-04,2016-09-05 00:00:00.000000000,2016-09-06 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
418,88,4,2016-09-04,2016-09-05 00:00:00.000000000,2016-09-05 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
419,14,4,2016-09-04,2016-09-07 00:00:00.000000000,2016-09-06 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
420,72,4,2016-09-05,2016-09-06 00:00:00.000000000,2016-09-07 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
421,240,4,2016-09-05,2016-09-06 00:00:00.000000000,2016-09-08 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,2.0,False
422,398,4,2016-09-06,2016-09-07 00:00:00.000000000,2016-09-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,False
423,1397,4,2016-09-06,2016-09-09 00:00:00.000000000,2016-09-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
424,67,4,2016-09-08,2016-09-11 00:00:00.000000000,2016-09-11 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
425,843,4,2016-09-08,2016-09-11 00:00:00.000000000,2016-09-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
426,944,4,2016-09-08,2016-09-10 00:00:00.000000000,2016-09-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
427,434,4,2016-09-09,2016-09-10 00:00:00.000000000,2016-09-11 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,True
428,1039,4,2016-09-09,2016-09-12 00:00:00.000000000,2016-09-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
429,153,4,2016-09-10,2016-09-12 00:00:00.000000000,2016-09-12 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,True
430,272,4,2016-09-11,2016-09-13 00:00:00.000000000,2016-09-12 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
431,1217,4,2016-09-11,2016-09-12 00:00:00.000000000,2016-09-12 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
432,169,4,2016-09-12,2016-09-15 00:00:00.000000000,2016-09-14 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
433,1062,4,2016-09-12,2016-09-15 00:00:00.000000000,2016-09-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
434,726,4,2016-09-13,2016-09-15 00:00:00.000000000,2016-09-14 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
435,77,4,2016-09-14,2016-09-15 00:00:00.000000000,2016-09-16 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,True,1.0,False
436,791,4,2016-09-16,2016-09-19 00:00:00.000000000,2016-09-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
437,1085,4,2016-09-16,2016-09-18 00:00:00.000000000,2016-09-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
438,314,4,2016-09-16,2016-09-19 00:00:00.000000000,2016-09-18 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,True
439,149,4,2016-09-17,2016-09-20 00:00:00.000000000,2016-09-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
440,882,4,2016-09-17,2016-09-18 00:00:00.000000000,2016-09-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
441,704,4,2016-09-18,2016-09-19 00:00:00.000000000,2016-09-19 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,True
442,667,4,2016-09-18,2016-09-21 00:00:00.000000000,2016-09-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
443,1371,4,2016-09-18,2016-09-19 00:00:00.000000000,2016-09-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
444,30,4,2016-09-19,2016-09-20 00:00:00.000000000,2016-09-21 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,False
445,362,4,2016-09-19,2016-09-22 00:00:00.000000000,2016-09-22 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
446,399,4,2016-09-19,2016-09-21 00:00:00.000000000,2016-09-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
447,808,4,2016-09-20,2016-09-23 00:00:00.000000000,2016-09-22 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
448,101,4,2016-09-21,2016-09-22 00:00:00.000000000,2016-09-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,False
449,492,4,2016-09-21,2016-09-24 00:00:00.000000000,2016-09-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
450,575,4,2016-09-21,2016-09-24 00:00:00.000000000,2016-09-23 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
451,1146,4,2016-09-21,2016-09-23 00:00:00.000000000,2016-09-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
452,997,4,2016-09-22,2016-09-23 00:00:00.000000000,2016-09-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
453,1028,4,2016-09-22,2016-09-24 00:00:00.000000000,2016-09-25 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
454,988,4,2016-09-23,2016-09-25 00:00:00.000000000,2016-09-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
455,1055,4,2016-09-23,2016-09-24 00:00:00.000000000,2016-09-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
456,1061,4,2016-09-23,2016-09-26 00:00:00.000000000,2016-09-25 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,False,,True
457,1349,4,2016-09-24,2016-09-27 00:00:00.000000000,2016-09-27 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
458,197,4,2016-09-25,2016-09-28 00:00:00.000000000,2016-09-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
459,874,4,2016-09-25,2016-09-28 00:00:00.000000000,2016-09-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
460,691,4,2016-09-25,2016-09-27 00:00:00.000000000,2016-09-26 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,True
461,853,4,2016-09-26,2016-09-27 00:00:00.000000000,2016-09-27 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
462,852,4,2016-09-27,2016-09-28 00:00:00.000000000,2016-09-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
463,964,4,2016-09-27,2016-09-28 00:00:00.000000000,2016-09-28 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
464,74,4,2016-09-28,2016-09-30 00:00:00.000000000,2016-09-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
465,1198,4,2016-09-28,2016-10-01 00:00:00.000000000,2016-10-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
466,1440,4,2016-09-28,2016-09-29 00:00:00.000000000,2016-10-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
467,555,4,2016-09-28,2016-09-30 00:00:00.000000000,2016-09-30 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
468,1261,4,2016-09-29,2016-10-02 00:00:00.000000000,2016-09-30 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
469,1089,4,2016-09-29,2016-10-02 00:00:00.000000000,2016-10-02 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
470,641,4,2016-09-30,2016-10-02 00:00:00.000000000,2016-10-02 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
471,697,4,2016-09-30,2016-10-02 00:00:00.000000000,2016-10-01 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
472,468,4,2016-09-30,2016-10-01 00:00:00.000000000,2016-10-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
473,549,4,2016-09-30,2016-10-02 00:00:00.000000000,2016-10-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
474,553,4,2016-10-01,2016-10-04 00:00:00.000000000,2016-10-04 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
475,241,4,2016-10-01,2016-10-04 00:00:00.000000000,2016-10-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
476,559,4,2016-10-01,2016-10-04 00:00:00.000000000,2016-10-02 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
477,449,4,2016-10-02,2016-10-05 00:00:00.000000000,2016-10-04 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
478,304,4,2016-10-02,2016-10-05 00:00:00.000000000,2016-10-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
479,984,4,2016-10-03,2016-10-04 00:00:00.000000000,2016-10-04 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
480,686,4,2016-10-04,2016-10-07 00:00:00.000000000,2016-10-05 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
481,481,4,2016-10-04,2016-10-07 00:00:00.000000000,2016-10-06 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,False,,False
482,513,4,2016-10-05,2016-10-06 00:00:00.000000000,2016-10-06 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
483,703,4,2016-10-06,2016-10-07 00:00:00.000000000,2016-10-09 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,2.0,True
484,421,4,2016-10-06,2016-10-09 00:00:00.000000000,2016-10-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
485,465,4,2016-10-06,2016-10-08 00:00:00.000000000,2016-10-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
486,709,4,2016-10-06,2016-10-08 00:00:00.000000000,2016-10-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
487,827,4,2016-10-06,2016-10-09 00:00:00.000000000,2016-10-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
488,921,4,2016-10-06,2016-10-09 00:00:00.000000000,2016-10-08 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
489,899,4,2016-10-06,2016-10-08 00:00:00.000000000,2016-10-08 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
490,876,4,2016-10-07,2016-10-10 00:00:00.000000000,2016-10-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
491,1048,4,2016-10-08,2016-10-10 00:00:00.000000000,2016-10-11 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,False
492,191,4,2016-10-09,2016-10-10 00:00:00.000000000,2016-10-12 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,2.0,False
493,796,4,2016-10-09,2016-10-12 00:00:00.000000000,2016-10-11 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
494,875,4,2016-10-09,2016-10-10 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
495,712,4,2016-10-10,2016-10-12 00:00:00.000000000,2016-10-13 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
496,193,4,2016-10-10,2016-10-12 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
497,785,4,2016-10-10,2016-10-11 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
498,1331,4,2016-10-10,2016-10-12 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
499,260,4,2016-10-11,2016-10-14 00:00:00.000000000,2016-10-13 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
500,148,4,2016-10-11,2016-10-12 00:00:00.000000000,2016-10-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
501,977,4,2016-10-11,2016-10-12 00:00:00.000000000,2016-10-13 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
502,401,4,2016-10-12,2016-10-13 00:00:00.000000000,2016-10-13 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,False,,False
503,932,4,2016-10-13,2016-10-16 00:00:00.000000000,2016-10-14 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
504,1381,4,2016-10-14,2016-10-15 00:00:00.000000000,2016-10-15 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
505,721,4,2016-10-14,2016-10-16 00:00:00.000000000,2016-10-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
506,831,4,2016-10-14,2016-10-16 00:00:00.000000000,2016-10-16 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
507,1378,4,2016-10-15,2016-10-17 00:00:00.000000000,2016-10-17 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
508,1359,4,2016-10-15,2016-10-18 00:00:00.000000000,2016-10-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
509,235,4,2016-10-16,2016-10-17 00:00:00.000000000,2016-10-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
510,586,4,2016-10-17,2016-10-18 00:00:00.000000000,2016-10-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
511,377,4,2016-10-18,2016-10-20 00:00:00.000000000,2016-10-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
512,8,4,2016-10-19,2016-10-22 00:00:00.000000000,2016-10-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
513,155,4,2016-10-19,2016-10-21 00:00:00.000000000,2016-10-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
514,927,4,2016-10-19,2016-10-21 00:00:00.000000000,2016-10-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
515,986,4,2016-10-19,2016-10-20 00:00:00.000000000,2016-10-22 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,False
516,111,4,2016-10-21,2016-10-23 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
517,613,4,2016-10-21,2016-10-22 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,True
518,1374,4,2016-10-22,2016-10-24 00:00:00.000000000,2016-10-25 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,False
519,54,4,2016-10-22,2016-10-23 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
520,639,4,2016-10-23,2016-10-26 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
521,664,4,2016-10-23,2016-10-25 00:00:00.000000000,2016-10-25 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
522,724,4,2016-10-23,2016-10-24 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
523,1056,4,2016-10-24,2016-10-26 00:00:00.000000000,2016-10-27 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
524,569,4,2016-10-25,2016-10-26 00:00:00.000000000,2016-10-27 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,False
525,1315,4,2016-10-26,2016-10-28 00:00:00.000000000,2016-10-29 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
526,1096,4,2016-10-26,2016-10-28 00:00:00.000000000,2016-10-28 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
527,506,4,2016-10-27,2016-10-29 00:00:00.000000000,2016-10-28 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
528,676,4,2016-10-28,2016-10-31 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
529,753,4,2016-10-28,2016-10-30 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
530,773,4,2016-10-28,2016-10-31 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
531,116,4,2016-10-28,2016-10-29 00:00:00.000000000,2016-10-30 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,True,1.0,True
532,817,4,2016-10-29,2016-10-31 00:00:00.000000000,2016-10-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
533,1334,4,2016-10-29,2016-11-01 00:00:00.000000000,2016-11-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
534,1406,4,2016-10-29,2016-10-30 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
535,835,4,2016-10-29,2016-10-31 00:00:00.000000000,2016-11-01 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,True,1.0,False
536,759,4,2016-10-31,2016-11-02 00:00:00.000000000,2016-11-01 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
537,1353,4,2016-10-31,2016-11-01 00:00:00.000000000,2016-11-03 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,2.0,False
538,341,4,2016-11-02,2016-11-05 00:00:00.000000000,2016-11-05 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
539,1144,4,2016-11-02,2016-11-04 00:00:00.000000000,2016-11-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
540,1429,4,2016-11-03,2016-11-05 00:00:00.000000000,2016-11-06 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,True
