order_id,item_id,product_id,quantity,list_price,discount,extract_time,source
383,2.0,22,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
383,3.0,13,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
383,4.0,21,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
383,5.0,14,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
384,1.0,20,1,599.99,0.1,2024-04-30 13:07:13.468028,postgres
384,2.0,21,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
384,3.0,8,1,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
384,4.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres
384,5.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
385,1.0,21,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
385,2.0,7,2,3999.99,0.2,2024-04-30 13:07:13.468028,postgres
385,3.0,26,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
386,1.0,8,1,1799.99,0.2,2024-04-30 13:07:13.468028,postgres
386,2.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres
386,3.0,16,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
387,1.0,18,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
388,1.0,19,2,449.0,0.2,2024-04-30 13:07:13.468028,postgres
388,2.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
388,3.0,2,1,749.99,0.07,2024-04-30 13:07:13.468028,postgres
388,4.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
389,1.0,2,1,749.99,0.07,2024-04-30 13:07:13.468028,postgres
389,2.0,15,2,529.99,0.07,2024-04-30 13:07:13.468028,postgres
389,3.0,10,2,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
389,4.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres
389,5.0,9,1,2999.99,0.2,2024-04-30 13:07:13.468028,postgres
390,1.0,23,1,299.99,0.05,2024-04-30 13:07:13.468028,postgres
390,2.0,7,2,3999.99,0.07,2024-04-30 13:07:13.468028,postgres
390,3.0,9,1,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
391,1.0,8,1,1799.99,0.07,2024-04-30 13:07:13.468028,postgres
391,2.0,5,2,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
391,3.0,24,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
392,1.0,14,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
392,2.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres
393,1.0,6,2,469.99,0.2,2024-04-30 13:07:13.468028,postgres
394,1.0,23,1,299.99,0.05,2024-04-30 13:07:13.468028,postgres
394,2.0,16,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres
394,3.0,14,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
395,1.0,14,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
396,1.0,12,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres
396,2.0,25,2,499.99,0.05,2024-04-30 13:07:13.468028,postgres
396,3.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
397,1.0,7,1,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
398,1.0,8,2,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
398,2.0,18,2,449.0,0.05,2024-04-30 13:07:13.468028,postgres
398,3.0,25,1,499.99,0.2,2024-04-30 13:07:13.468028,postgres
398,4.0,17,1,429.0,0.05,2024-04-30 13:07:13.468028,postgres
399,1.0,25,1,499.99,0.05,2024-04-30 13:07:13.468028,postgres
399,2.0,11,2,1680.99,0.05,2024-04-30 13:07:13.468028,postgres
399,3.0,14,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
400,1.0,24,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
400,2.0,9,1,2999.99,0.2,2024-04-30 13:07:13.468028,postgres
400,3.0,3,2,999.99,0.2,2024-04-30 13:07:13.468028,postgres
401,1.0,23,1,299.99,0.2,2024-04-30 13:07:13.468028,postgres
401,2.0,10,2,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
402,1.0,6,2,469.99,0.07,2024-04-30 13:07:13.468028,postgres
402,2.0,5,1,1320.99,0.07,2024-04-30 13:07:13.468028,postgres
402,3.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
403,1.0,12,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
403,2.0,7,2,3999.99,0.2,2024-04-30 13:07:13.468028,postgres
403,3.0,22,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
403,4.0,24,1,549.99,0.2,2024-04-30 13:07:13.468028,postgres
404,1.0,9,1,2999.99,0.07,2024-04-30 13:07:13.468028,postgres
404,2.0,25,2,499.99,0.05,2024-04-30 13:07:13.468028,postgres
404,3.0,16,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
405,1.0,3,2,999.99,0.2,2024-04-30 13:07:13.468028,postgres
405,2.0,10,2,1549.0,0.1,2024-04-30 13:07:13.468028,postgres
405,3.0,14,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
406,1.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
407,1.0,20,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres
407,2.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres
408,1.0,18,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
408,2.0,3,1,999.99,0.07,2024-04-30 13:07:13.468028,postgres
408,3.0,2,2,749.99,0.07,2024-04-30 13:07:13.468028,postgres
408,4.0,17,2,429.0,0.2,2024-04-30 13:07:13.468028,postgres
409,1.0,15,1,529.99,0.07,2024-04-30 13:07:13.468028,postgres
409,2.0,16,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
409,3.0,21,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
410,1.0,25,1,499.99,0.1,2024-04-30 13:07:13.468028,postgres
410,2.0,9,2,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
410,3.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
411,1.0,2,1,749.99,0.07,2024-04-30 13:07:13.468028,postgres
411,2.0,26,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
412,1.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
412,2.0,24,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres
412,3.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres
413,1.0,8,2,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
413,2.0,25,1,499.99,0.1,2024-04-30 13:07:13.468028,postgres
413,3.0,9,1,2999.99,0.07,2024-04-30 13:07:13.468028,postgres
414,1.0,4,2,2899.99,0.1,2024-04-30 13:07:13.468028,postgres
415,1.0,3,1,999.99,0.07,2024-04-30 13:07:13.468028,postgres
415,2.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
415,3.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
415,4.0,6,2,469.99,0.05,2024-04-30 13:07:13.468028,postgres
416,1.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
416,2.0,14,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
416,3.0,24,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres
417,1.0,26,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
417,2.0,6,2,469.99,0.07,2024-04-30 13:07:13.468028,postgres
418,1.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
418,2.0,20,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
419,1.0,9,1,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
420,1.0,17,2,429.0,0.2,2024-04-30 13:07:13.468028,postgres
420,2.0,15,2,529.99,0.1,2024-04-30 13:07:13.468028,postgres
420,3.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres
421,1.0,6,2,469.99,0.07,2024-04-30 13:07:13.468028,postgres
421,2.0,3,2,999.99,0.2,2024-04-30 13:07:13.468028,postgres
421,3.0,20,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
421,4.0,4,1,2899.99,0.07,2024-04-30 13:07:13.468028,postgres
421,5.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
422,1.0,20,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
423,1.0,8,2,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
423,2.0,17,1,429.0,0.2,2024-04-30 13:07:13.468028,postgres
423,3.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres
423,4.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres
424,1.0,22,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
424,2.0,6,1,469.99,0.05,2024-04-30 13:07:13.468028,postgres
425,1.0,6,1,469.99,0.1,2024-04-30 13:07:13.468028,postgres
425,2.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
425,3.0,19,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres
426,1.0,10,1,1549.0,0.1,2024-04-30 13:07:13.468028,postgres
426,2.0,23,2,299.99,0.05,2024-04-30 13:07:13.468028,postgres
427,1.0,12,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
427,2.0,15,2,529.99,0.1,2024-04-30 13:07:13.468028,postgres
427,3.0,26,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
428,1.0,5,2,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
428,2.0,14,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
429,1.0,11,1,1680.99,0.2,2024-04-30 13:07:13.468028,postgres
429,2.0,4,2,2899.99,0.1,2024-04-30 13:07:13.468028,postgres
429,3.0,5,2,1320.99,0.05,2024-04-30 13:07:13.468028,postgres
429,4.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres
429,5.0,2,1,749.99,0.1,2024-04-30 13:07:13.468028,postgres
430,1.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
430,2.0,11,1,1680.99,0.07,2024-04-30 13:07:13.468028,postgres
430,3.0,4,2,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
430,4.0,13,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
430,5.0,8,1,1799.99,0.2,2024-04-30 13:07:13.468028,postgres
431,1.0,14,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
431,2.0,6,1,469.99,0.1,2024-04-30 13:07:13.468028,postgres
431,3.0,18,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
431,4.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
431,5.0,19,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres
432,1.0,10,2,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
432,2.0,7,2,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
433,1.0,6,1,469.99,0.1,2024-04-30 13:07:13.468028,postgres
433,2.0,10,1,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
433,3.0,24,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres
433,4.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
434,1.0,21,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
434,2.0,20,1,599.99,0.1,2024-04-30 13:07:13.468028,postgres
434,3.0,9,1,2999.99,0.2,2024-04-30 13:07:13.468028,postgres
434,4.0,11,2,1680.99,0.07,2024-04-30 13:07:13.468028,postgres
434,5.0,18,2,449.0,0.05,2024-04-30 13:07:13.468028,postgres
435,1.0,22,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
435,2.0,9,1,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
435,3.0,18,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres
436,1.0,3,1,999.99,0.05,2024-04-30 13:07:13.468028,postgres
436,2.0,23,1,299.99,0.2,2024-04-30 13:07:13.468028,postgres
437,1.0,3,1,999.99,0.05,2024-04-30 13:07:13.468028,postgres
437,2.0,10,1,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
437,3.0,8,2,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
438,1.0,4,1,2899.99,0.07,2024-04-30 13:07:13.468028,postgres
438,2.0,22,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
438,3.0,8,2,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
438,4.0,13,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
439,1.0,6,2,469.99,0.07,2024-04-30 13:07:13.468028,postgres
439,2.0,7,2,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
440,1.0,19,2,449.0,0.07,2024-04-30 13:07:13.468028,postgres
440,2.0,4,2,2899.99,0.07,2024-04-30 13:07:13.468028,postgres
441,1.0,12,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres
441,2.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres
442,1.0,16,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
442,2.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
442,3.0,6,2,469.99,0.2,2024-04-30 13:07:13.468028,postgres
443,1.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres
443,2.0,26,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres
444,1.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
444,2.0,15,2,529.99,0.07,2024-04-30 13:07:13.468028,postgres
444,3.0,20,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
444,4.0,16,1,599.99,0.1,2024-04-30 13:07:13.468028,postgres
444,5.0,10,2,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
445,1.0,7,1,3999.99,0.2,2024-04-30 13:07:13.468028,postgres
445,2.0,16,1,599.99,0.07,2024-04-30 13:07:13.468028,postgres
445,3.0,23,1,299.99,0.2,2024-04-30 13:07:13.468028,postgres
446,1.0,22,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
446,2.0,16,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
447,1.0,4,2,2899.99,0.05,2024-04-30 13:07:13.468028,postgres
447,2.0,3,1,999.99,0.1,2024-04-30 13:07:13.468028,postgres
447,3.0,8,1,1799.99,0.07,2024-04-30 13:07:13.468028,postgres
448,1.0,13,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
448,2.0,6,2,469.99,0.05,2024-04-30 13:07:13.468028,postgres
449,1.0,17,2,429.0,0.05,2024-04-30 13:07:13.468028,postgres
449,2.0,2,1,749.99,0.05,2024-04-30 13:07:13.468028,postgres
449,3.0,7,2,3999.99,0.07,2024-04-30 13:07:13.468028,postgres
449,4.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
450,1.0,24,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
450,2.0,12,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres
450,3.0,5,1,1320.99,0.1,2024-04-30 13:07:13.468028,postgres
451,1.0,14,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
452,1.0,11,1,1680.99,0.05,2024-04-30 13:07:13.468028,postgres
452,2.0,16,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
452,3.0,7,2,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
452,4.0,8,1,1799.99,0.1,2024-04-30 13:07:13.468028,postgres
453,1.0,23,1,299.99,0.05,2024-04-30 13:07:13.468028,postgres
453,2.0,20,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
453,3.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
454,1.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres
454,2.0,13,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
454,3.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
455,1.0,9,1,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
456,1.0,17,2,429.0,0.07,2024-04-30 13:07:13.468028,postgres
456,2.0,23,1,299.99,0.07,2024-04-30 13:07:13.468028,postgres
457,1.0,24,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
457,2.0,2,1,749.99,0.05,2024-04-30 13:07:13.468028,postgres
457,3.0,7,2,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
457,4.0,17,1,429.0,0.2,2024-04-30 13:07:13.468028,postgres
458,1.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres
458,2.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
458,3.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
458,4.0,24,1,549.99,0.2,2024-04-30 13:07:13.468028,postgres
458,5.0,3,2,999.99,0.2,2024-04-30 13:07:13.468028,postgres
459,1.0,11,1,1680.99,0.2,2024-04-30 13:07:13.468028,postgres
460,1.0,19,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres
460,2.0,18,2,449.0,0.07,2024-04-30 13:07:13.468028,postgres
460,3.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
460,4.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
461,1.0,16,1,599.99,0.07,2024-04-30 13:07:13.468028,postgres
461,2.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
461,3.0,8,2,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
461,4.0,24,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres
461,5.0,18,2,449.0,0.1,2024-04-30 13:07:13.468028,postgres
462,1.0,12,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
463,1.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
464,1.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
465,1.0,6,2,469.99,0.1,2024-04-30 13:07:13.468028,postgres
465,2.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres
466,1.0,19,2,449.0,0.2,2024-04-30 13:07:13.468028,postgres
466,2.0,6,1,469.99,0.2,2024-04-30 13:07:13.468028,postgres
466,3.0,7,2,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
466,4.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres
466,5.0,5,1,1320.99,0.1,2024-04-30 13:07:13.468028,postgres
467,1.0,19,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres
467,2.0,10,1,1549.0,0.07,2024-04-30 13:07:13.468028,postgres
467,3.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
467,4.0,17,2,429.0,0.07,2024-04-30 13:07:13.468028,postgres
467,5.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
468,1.0,19,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres
468,2.0,9,2,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
468,3.0,10,2,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
468,4.0,25,1,499.99,0.1,2024-04-30 13:07:13.468028,postgres
469,1.0,8,2,1799.99,0.1,2024-04-30 13:07:13.468028,postgres
469,2.0,4,1,2899.99,0.07,2024-04-30 13:07:13.468028,postgres
469,3.0,15,2,529.99,0.2,2024-04-30 13:07:13.468028,postgres
470,1.0,18,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres
470,2.0,13,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
470,3.0,8,2,1799.99,0.2,2024-04-30 13:07:13.468028,postgres
471,1.0,14,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
471,2.0,13,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
472,1.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres
472,2.0,21,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
473,1.0,26,1,599.99,0.07,2024-04-30 13:07:13.468028,postgres
474,1.0,19,2,449.0,0.05,2024-04-30 13:07:13.468028,postgres
474,2.0,11,1,1680.99,0.2,2024-04-30 13:07:13.468028,postgres
475,1.0,17,2,429.0,0.07,2024-04-30 13:07:13.468028,postgres
475,2.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
475,3.0,25,1,499.99,0.2,2024-04-30 13:07:13.468028,postgres
476,1.0,22,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
476,2.0,4,2,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
476,3.0,11,2,1680.99,0.07,2024-04-30 13:07:13.468028,postgres
476,4.0,20,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
477,1.0,6,1,469.99,0.1,2024-04-30 13:07:13.468028,postgres
477,2.0,10,1,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
478,1.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
479,1.0,26,1,599.99,0.07,2024-04-30 13:07:13.468028,postgres
479,2.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
479,3.0,21,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
479,4.0,7,1,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
479,5.0,10,1,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
480,1.0,4,1,2899.99,0.05,2024-04-30 13:07:13.468028,postgres
480,2.0,15,1,529.99,0.05,2024-04-30 13:07:13.468028,postgres
480,3.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres
481,1.0,13,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
481,2.0,16,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
481,3.0,9,2,2999.99,0.1,2024-04-30 13:07:13.468028,postgres
482,1.0,13,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
482,2.0,14,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
483,1.0,17,1,429.0,0.07,2024-04-30 13:07:13.468028,postgres
484,1.0,8,2,1799.99,0.1,2024-04-30 13:07:13.468028,postgres
484,2.0,24,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
484,3.0,9,2,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
484,4.0,6,1,469.99,0.2,2024-04-30 13:07:13.468028,postgres
485,1.0,13,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
485,2.0,26,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
486,1.0,9,1,2999.99,0.07,2024-04-30 13:07:13.468028,postgres
486,2.0,23,2,299.99,0.05,2024-04-30 13:07:13.468028,postgres
487,1.0,6,1,469.99,0.2,2024-04-30 13:07:13.468028,postgres
488,1.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
488,2.0,23,2,299.99,0.05,2024-04-30 13:07:13.468028,postgres
488,3.0,22,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
489,1.0,8,2,1799.99,0.1,2024-04-30 13:07:13.468028,postgres
490,1.0,12,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres
490,2.0,23,1,299.99,0.05,2024-04-30 13:07:13.468028,postgres
490,3.0,14,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
490,4.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
491,1.0,9,2,2999.99,0.2,2024-04-30 13:07:13.468028,postgres
491,2.0,21,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
491,3.0,15,2,529.99,0.05,2024-04-30 13:07:13.468028,postgres
492,1.0,6,1,469.99,0.1,2024-04-30 13:07:13.468028,postgres
492,2.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
492,3.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
493,1.0,15,1,529.99,0.05,2024-04-30 13:07:13.468028,postgres
493,2.0,18,2,449.0,0.05,2024-04-30 13:07:13.468028,postgres
493,3.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
494,1.0,23,1,299.99,0.1,2024-04-30 13:07:13.468028,postgres
495,1.0,22,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
495,2.0,9,1,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
496,1.0,23,1,299.99,0.2,2024-04-30 13:07:13.468028,postgres
496,2.0,13,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
496,3.0,21,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
497,1.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres
498,1.0,24,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres
498,2.0,21,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
498,3.0,10,1,1549.0,0.07,2024-04-30 13:07:13.468028,postgres
499,1.0,11,1,1680.99,0.2,2024-04-30 13:07:13.468028,postgres
499,2.0,15,1,529.99,0.07,2024-04-30 13:07:13.468028,postgres
499,3.0,14,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
499,4.0,20,2,599.99,0.1,2024-04-30 13:07:13.468028,postgres
500,1.0,12,2,549.99,0.05,2024-04-30 13:07:13.468028,postgres
500,2.0,14,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
501,1.0,19,2,449.0,0.05,2024-04-30 13:07:13.468028,postgres
501,2.0,8,1,1799.99,0.07,2024-04-30 13:07:13.468028,postgres
501,3.0,14,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
501,4.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres
502,1.0,13,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
503,1.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
503,2.0,10,1,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
504,1.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
504,2.0,2,2,749.99,0.05,2024-04-30 13:07:13.468028,postgres
505,1.0,26,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres
506,1.0,25,1,499.99,0.1,2024-04-30 13:07:13.468028,postgres
506,2.0,7,1,3999.99,0.07,2024-04-30 13:07:13.468028,postgres
507,1.0,11,2,1680.99,0.05,2024-04-30 13:07:13.468028,postgres
507,2.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
507,3.0,20,2,599.99,0.1,2024-04-30 13:07:13.468028,postgres
508,1.0,8,1,1799.99,0.05,2024-04-30 13:07:13.468028,postgres
508,2.0,2,2,749.99,0.05,2024-04-30 13:07:13.468028,postgres
508,3.0,10,2,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
508,4.0,25,1,499.99,0.07,2024-04-30 13:07:13.468028,postgres
509,1.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
509,2.0,4,2,2899.99,0.05,2024-04-30 13:07:13.468028,postgres
510,1.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres
511,1.0,22,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
511,2.0,13,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
512,1.0,21,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
513,1.0,7,1,3999.99,0.07,2024-04-30 13:07:13.468028,postgres
513,2.0,13,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
513,3.0,23,1,299.99,0.07,2024-04-30 13:07:13.468028,postgres
514,1.0,18,2,449.0,0.2,2024-04-30 13:07:13.468028,postgres
514,2.0,17,2,429.0,0.07,2024-04-30 13:07:13.468028,postgres
515,1.0,8,1,1799.99,0.07,2024-04-30 13:07:13.468028,postgres
515,2.0,5,1,1320.99,0.1,2024-04-30 13:07:13.468028,postgres
515,3.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres
515,4.0,6,2,469.99,0.2,2024-04-30 13:07:13.468028,postgres
516,1.0,7,1,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
516,2.0,5,2,1320.99,0.1,2024-04-30 13:07:13.468028,postgres
