order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source
420,72,4,2016-09-05,2016-09-06 00:00:00.000000000,2016-09-07 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
421,240,4,2016-09-05,2016-09-06 00:00:00.000000000,2016-09-08 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
422,398,4,2016-09-06,2016-09-07 00:00:00.000000000,2016-09-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
423,1397,4,2016-09-06,2016-09-09 00:00:00.000000000,2016-09-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
424,67,4,2016-09-08,2016-09-11 00:00:00.000000000,2016-09-11 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
425,843,4,2016-09-08,2016-09-11 00:00:00.000000000,2016-09-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
426,944,4,2016-09-08,2016-09-10 00:00:00.000000000,2016-09-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
427,434,4,2016-09-09,2016-09-10 00:00:00.000000000,2016-09-11 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
428,1039,4,2016-09-09,2016-09-12 00:00:00.000000000,2016-09-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
429,153,4,2016-09-10,2016-09-12 00:00:00.000000000,2016-09-12 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
430,272,4,2016-09-11,2016-09-13 00:00:00.000000000,2016-09-12 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
431,1217,4,2016-09-11,2016-09-12 00:00:00.000000000,2016-09-12 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
432,169,4,2016-09-12,2016-09-15 00:00:00.000000000,2016-09-14 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
433,1062,4,2016-09-12,2016-09-15 00:00:00.000000000,2016-09-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
434,726,4,2016-09-13,2016-09-15 00:00:00.000000000,2016-09-14 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
435,77,4,2016-09-14,2016-09-15 00:00:00.000000000,2016-09-16 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
436,791,4,2016-09-16,2016-09-19 00:00:00.000000000,2016-09-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
437,1085,4,2016-09-16,2016-09-18 00:00:00.000000000,2016-09-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
438,314,4,2016-09-16,2016-09-19 00:00:00.000000000,2016-09-18 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
439,149,4,2016-09-17,2016-09-20 00:00:00.000000000,2016-09-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
440,882,4,2016-09-17,2016-09-18 00:00:00.000000000,2016-09-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
441,704,4,2016-09-18,2016-09-19 00:00:00.000000000,2016-09-19 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
442,667,4,2016-09-18,2016-09-21 00:00:00.000000000,2016-09-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
443,1371,4,2016-09-18,2016-09-19 00:00:00.000000000,2016-09-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
444,30,4,2016-09-19,2016-09-20 00:00:00.000000000,2016-09-21 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
445,362,4,2016-09-19,2016-09-22 00:00:00.000000000,2016-09-22 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
446,399,4,2016-09-19,2016-09-21 00:00:00.000000000,2016-09-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
447,808,4,2016-09-20,2016-09-23 00:00:00.000000000,2016-09-22 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
448,101,4,2016-09-21,2016-09-22 00:00:00.000000000,2016-09-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
449,492,4,2016-09-21,2016-09-24 00:00:00.000000000,2016-09-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
450,575,4,2016-09-21,2016-09-24 00:00:00.000000000,2016-09-23 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
451,1146,4,2016-09-21,2016-09-23 00:00:00.000000000,2016-09-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
452,997,4,2016-09-22,2016-09-23 00:00:00.000000000,2016-09-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
453,1028,4,2016-09-22,2016-09-24 00:00:00.000000000,2016-09-25 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
454,988,4,2016-09-23,2016-09-25 00:00:00.000000000,2016-09-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
455,1055,4,2016-09-23,2016-09-24 00:00:00.000000000,2016-09-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
456,1061,4,2016-09-23,2016-09-26 00:00:00.000000000,2016-09-25 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
457,1349,4,2016-09-24,2016-09-27 00:00:00.000000000,2016-09-27 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
458,197,4,2016-09-25,2016-09-28 00:00:00.000000000,2016-09-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
459,874,4,2016-09-25,2016-09-28 00:00:00.000000000,2016-09-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
460,691,4,2016-09-25,2016-09-27 00:00:00.000000000,2016-09-26 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
461,853,4,2016-09-26,2016-09-27 00:00:00.000000000,2016-09-27 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
462,852,4,2016-09-27,2016-09-28 00:00:00.000000000,2016-09-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
463,964,4,2016-09-27,2016-09-28 00:00:00.000000000,2016-09-28 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
464,74,4,2016-09-28,2016-09-30 00:00:00.000000000,2016-09-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
465,1198,4,2016-09-28,2016-10-01 00:00:00.000000000,2016-10-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
466,1440,4,2016-09-28,2016-09-29 00:00:00.000000000,2016-10-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
467,555,4,2016-09-28,2016-09-30 00:00:00.000000000,2016-09-30 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
468,1261,4,2016-09-29,2016-10-02 00:00:00.000000000,2016-09-30 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
469,1089,4,2016-09-29,2016-10-02 00:00:00.000000000,2016-10-02 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
470,641,4,2016-09-30,2016-10-02 00:00:00.000000000,2016-10-02 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
471,697,4,2016-09-30,2016-10-02 00:00:00.000000000,2016-10-01 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
472,468,4,2016-09-30,2016-10-01 00:00:00.000000000,2016-10-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
473,549,4,2016-09-30,2016-10-02 00:00:00.000000000,2016-10-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
474,553,4,2016-10-01,2016-10-04 00:00:00.000000000,2016-10-04 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
475,241,4,2016-10-01,2016-10-04 00:00:00.000000000,2016-10-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
476,559,4,2016-10-01,2016-10-04 00:00:00.000000000,2016-10-02 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
477,449,4,2016-10-02,2016-10-05 00:00:00.000000000,2016-10-04 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
478,304,4,2016-10-02,2016-10-05 00:00:00.000000000,2016-10-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
479,984,4,2016-10-03,2016-10-04 00:00:00.000000000,2016-10-04 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
480,686,4,2016-10-04,2016-10-07 00:00:00.000000000,2016-10-05 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
481,481,4,2016-10-04,2016-10-07 00:00:00.000000000,2016-10-06 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
482,513,4,2016-10-05,2016-10-06 00:00:00.000000000,2016-10-06 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
483,703,4,2016-10-06,2016-10-07 00:00:00.000000000,2016-10-09 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
484,421,4,2016-10-06,2016-10-09 00:00:00.000000000,2016-10-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
485,465,4,2016-10-06,2016-10-08 00:00:00.000000000,2016-10-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
486,709,4,2016-10-06,2016-10-08 00:00:00.000000000,2016-10-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
487,827,4,2016-10-06,2016-10-09 00:00:00.000000000,2016-10-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
488,921,4,2016-10-06,2016-10-09 00:00:00.000000000,2016-10-08 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
489,899,4,2016-10-06,2016-10-08 00:00:00.000000000,2016-10-08 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
490,876,4,2016-10-07,2016-10-10 00:00:00.000000000,2016-10-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
491,1048,4,2016-10-08,2016-10-10 00:00:00.000000000,2016-10-11 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
492,191,4,2016-10-09,2016-10-10 00:00:00.000000000,2016-10-12 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
493,796,4,2016-10-09,2016-10-12 00:00:00.000000000,2016-10-11 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
494,875,4,2016-10-09,2016-10-10 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
495,712,4,2016-10-10,2016-10-12 00:00:00.000000000,2016-10-13 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
496,193,4,2016-10-10,2016-10-12 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
497,785,4,2016-10-10,2016-10-11 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
498,1331,4,2016-10-10,2016-10-12 00:00:00.000000000,2016-10-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
499,260,4,2016-10-11,2016-10-14 00:00:00.000000000,2016-10-13 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
500,148,4,2016-10-11,2016-10-12 00:00:00.000000000,2016-10-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
501,977,4,2016-10-11,2016-10-12 00:00:00.000000000,2016-10-13 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
502,401,4,2016-10-12,2016-10-13 00:00:00.000000000,2016-10-13 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
503,932,4,2016-10-13,2016-10-16 00:00:00.000000000,2016-10-14 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
504,1381,4,2016-10-14,2016-10-15 00:00:00.000000000,2016-10-15 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
505,721,4,2016-10-14,2016-10-16 00:00:00.000000000,2016-10-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
506,831,4,2016-10-14,2016-10-16 00:00:00.000000000,2016-10-16 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
507,1378,4,2016-10-15,2016-10-17 00:00:00.000000000,2016-10-17 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
508,1359,4,2016-10-15,2016-10-18 00:00:00.000000000,2016-10-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
509,235,4,2016-10-16,2016-10-17 00:00:00.000000000,2016-10-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
510,586,4,2016-10-17,2016-10-18 00:00:00.000000000,2016-10-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
511,377,4,2016-10-18,2016-10-20 00:00:00.000000000,2016-10-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
512,8,4,2016-10-19,2016-10-22 00:00:00.000000000,2016-10-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
513,155,4,2016-10-19,2016-10-21 00:00:00.000000000,2016-10-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
514,927,4,2016-10-19,2016-10-21 00:00:00.000000000,2016-10-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
515,986,4,2016-10-19,2016-10-20 00:00:00.000000000,2016-10-22 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
516,111,4,2016-10-21,2016-10-23 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
517,613,4,2016-10-21,2016-10-22 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
518,1374,4,2016-10-22,2016-10-24 00:00:00.000000000,2016-10-25 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
519,54,4,2016-10-22,2016-10-23 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
520,639,4,2016-10-23,2016-10-26 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
521,664,4,2016-10-23,2016-10-25 00:00:00.000000000,2016-10-25 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
522,724,4,2016-10-23,2016-10-24 00:00:00.000000000,2016-10-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
523,1056,4,2016-10-24,2016-10-26 00:00:00.000000000,2016-10-27 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
524,569,4,2016-10-25,2016-10-26 00:00:00.000000000,2016-10-27 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
525,1315,4,2016-10-26,2016-10-28 00:00:00.000000000,2016-10-29 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
526,1096,4,2016-10-26,2016-10-28 00:00:00.000000000,2016-10-28 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
527,506,4,2016-10-27,2016-10-29 00:00:00.000000000,2016-10-28 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
528,676,4,2016-10-28,2016-10-31 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
529,753,4,2016-10-28,2016-10-30 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
530,773,4,2016-10-28,2016-10-31 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
531,116,4,2016-10-28,2016-10-29 00:00:00.000000000,2016-10-30 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
532,817,4,2016-10-29,2016-10-31 00:00:00.000000000,2016-10-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
533,1334,4,2016-10-29,2016-11-01 00:00:00.000000000,2016-11-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
534,1406,4,2016-10-29,2016-10-30 00:00:00.000000000,2016-10-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
535,835,4,2016-10-29,2016-10-31 00:00:00.000000000,2016-11-01 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
536,759,4,2016-10-31,2016-11-02 00:00:00.000000000,2016-11-01 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
537,1353,4,2016-10-31,2016-11-01 00:00:00.000000000,2016-11-03 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
538,341,4,2016-11-02,2016-11-05 00:00:00.000000000,2016-11-05 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
539,1144,4,2016-11-02,2016-11-04 00:00:00.000000000,2016-11-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
540,1429,4,2016-11-03,2016-11-05 00:00:00.000000000,2016-11-06 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
541,1228,4,2016-11-04,2016-11-07 00:00:00.000000000,2016-11-07 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
542,313,4,2016-11-04,2016-11-06 00:00:00.000000000,2016-11-05 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
543,62,4,2016-11-06,2016-11-09 00:00:00.000000000,2016-11-08 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
544,321,4,2016-11-06,2016-11-07 00:00:00.000000000,2016-11-08 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
545,1108,4,2016-11-08,2016-11-10 00:00:00.000000000,2016-11-09 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
546,470,4,2016-11-09,2016-11-12 00:00:00.000000000,2016-11-10 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
547,20,4,2016-11-09,2016-11-11 00:00:00.000000000,2016-11-10 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
548,739,4,2016-11-11,2016-11-13 00:00:00.000000000,2016-11-13 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
549,64,3,2016-11-12,2016-11-12 00:00:00.000000000,2016-11-13 23:36:52.290502793,3,9,2024-04-30 13:07:13.382187,postgres
550,892,4,2016-11-12,2016-11-14 00:00:00.000000000,2016-11-15 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
551,1169,4,2016-11-12,2016-11-13 00:00:00.000000000,2016-11-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
552,1282,4,2016-11-12,2016-11-15 00:00:00.000000000,2016-11-13 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
553,913,4,2016-11-12,2016-11-13 00:00:00.000000000,2016-11-15 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
554,104,4,2016-11-13,2016-11-14 00:00:00.000000000,2016-11-16 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
555,212,4,2016-11-13,2016-11-14 00:00:00.000000000,2016-11-16 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
556,61,4,2016-11-13,2016-11-14 00:00:00.000000000,2016-11-15 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
557,1248,4,2016-11-14,2016-11-17 00:00:00.000000000,2016-11-15 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
558,1443,4,2016-11-15,2016-11-16 00:00:00.000000000,2016-11-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
559,959,4,2016-11-16,2016-11-17 00:00:00.000000000,2016-11-17 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
560,1405,4,2016-11-18,2016-11-19 00:00:00.000000000,2016-11-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
561,90,4,2016-11-19,2016-11-22 00:00:00.000000000,2016-11-22 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
562,942,4,2016-11-19,2016-11-20 00:00:00.000000000,2016-11-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
563,365,4,2016-11-20,2016-11-22 00:00:00.000000000,2016-11-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
564,1058,4,2016-11-20,2016-11-23 00:00:00.000000000,2016-11-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
565,894,4,2016-11-21,2016-11-22 00:00:00.000000000,2016-11-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
566,298,4,2016-11-22,2016-11-25 00:00:00.000000000,2016-11-23 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
567,1430,4,2016-11-22,2016-11-23 00:00:00.000000000,2016-11-23 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
568,1275,4,2016-11-23,2016-11-25 00:00:00.000000000,2016-11-24 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
569,707,4,2016-11-23,2016-11-24 00:00:00.000000000,2016-11-25 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
570,989,4,2016-11-23,2016-11-24 00:00:00.000000000,2016-11-25 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
571,5,4,2016-11-24,2016-11-25 00:00:00.000000000,2016-11-27 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
572,178,4,2016-11-24,2016-11-26 00:00:00.000000000,2016-11-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
573,423,4,2016-11-24,2016-11-26 00:00:00.000000000,2016-11-27 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
574,833,4,2016-11-26,2016-11-27 00:00:00.000000000,2016-11-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
575,33,4,2016-11-27,2016-11-28 00:00:00.000000000,2016-11-30 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
576,1272,4,2016-11-27,2016-11-30 00:00:00.000000000,2016-11-28 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
577,445,4,2016-11-27,2016-11-30 00:00:00.000000000,2016-11-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
578,819,4,2016-11-27,2016-11-28 00:00:00.000000000,2016-11-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
579,160,4,2016-11-27,2016-11-30 00:00:00.000000000,2016-11-29 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
580,581,4,2016-11-30,2016-12-02 00:00:00.000000000,2016-12-02 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
581,688,4,2016-12-03,2016-12-05 00:00:00.000000000,2016-12-06 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
582,32,3,2016-12-04,2016-12-04 00:00:00.000000000,2016-12-05 23:36:52.290502793,1,2,2024-04-30 13:07:13.382187,postgres
583,792,4,2016-12-04,2016-12-05 00:00:00.000000000,2016-12-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
584,1209,4,2016-12-04,2016-12-05 00:00:00.000000000,2016-12-05 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
585,1219,4,2016-12-04,2016-12-05 00:00:00.000000000,2016-12-05 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
586,1306,4,2016-12-04,2016-12-06 00:00:00.000000000,2016-12-05 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
587,487,4,2016-12-06,2016-12-08 00:00:00.000000000,2016-12-08 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
588,102,4,2016-12-06,2016-12-07 00:00:00.000000000,2016-12-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
589,719,4,2016-12-06,2016-12-07 00:00:00.000000000,2016-12-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
590,990,4,2016-12-06,2016-12-09 00:00:00.000000000,2016-12-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
591,1211,4,2016-12-06,2016-12-09 00:00:00.000000000,2016-12-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
592,1232,4,2016-12-06,2016-12-08 00:00:00.000000000,2016-12-08 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
593,50,4,2016-12-07,2016-12-10 00:00:00.000000000,2016-12-08 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
594,1318,4,2016-12-07,2016-12-08 00:00:00.000000000,2016-12-08 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
595,538,4,2016-12-08,2016-12-09 00:00:00.000000000,2016-12-11 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
596,952,4,2016-12-08,2016-12-09 00:00:00.000000000,2016-12-09 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
597,1121,4,2016-12-08,2016-12-09 00:00:00.000000000,2016-12-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
598,40,3,2016-12-09,2016-12-09 00:00:00.000000000,2016-12-10 23:36:52.290502793,1,3,2024-04-30 13:07:13.382187,postgres
599,1,4,2016-12-09,2016-12-10 00:00:00.000000000,2016-12-12 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
600,624,4,2016-12-09,2016-12-12 00:00:00.000000000,2016-12-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
601,683,4,2016-12-09,2016-12-10 00:00:00.000000000,2016-12-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
602,823,4,2016-12-09,2016-12-10 00:00:00.000000000,2016-12-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
603,1032,4,2016-12-09,2016-12-10 00:00:00.000000000,2016-12-10 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
604,96,4,2016-12-10,2016-12-13 00:00:00.000000000,2016-12-12 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
605,1208,4,2016-12-10,2016-12-11 00:00:00.000000000,2016-12-12 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
606,18,4,2016-12-11,2016-12-12 00:00:00.000000000,2016-12-13 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
607,309,4,2016-12-11,2016-12-14 00:00:00.000000000,2016-12-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
608,1103,4,2016-12-12,2016-12-15 00:00:00.000000000,2016-12-14 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
609,896,4,2016-12-12,2016-12-13 00:00:00.000000000,2016-12-14 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
610,711,4,2016-12-13,2016-12-15 00:00:00.000000000,2016-12-14 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
611,1073,4,2016-12-15,2016-12-17 00:00:00.000000000,2016-12-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
612,634,4,2016-12-16,2016-12-17 00:00:00.000000000,2016-12-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
613,1159,4,2016-12-17,2016-12-19 00:00:00.000000000,2016-12-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
614,654,4,2016-12-18,2016-12-21 00:00:00.000000000,2016-12-21 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
